ENSG00000273547.1	686654	91846
ENSG00000187634.10	924879	107546
ENSG00000187634.10	924879	107546
ENSG00000187634.10	924879	107546
ENSG00000187634.10	924879	97925
ENSG00000187634.10	924879	97925
ENSG00000187634.10	924879	97925
ENSG00000187634.10	924879	97925
ENSG00000187634.10	924879	20244
ENSG00000187634.10	924879	14308
ENSG00000187634.10	924879	3727
ENSG00000187634.10	924879	1167
ENSG00000237330.2	1074307	15047
ENSG00000237330.2	1074307	14756
ENSG00000237330.2	1074307	14756
ENSG00000237330.2	1074307	6625
ENSG00000237330.2	1074307	6625
ENSG00000237330.2	1074307	5791
ENSG00000237330.2	1074307	5791
ENSG00000237330.2	1074307	5186
ENSG00000237330.2	1074307	5186
ENSG00000237330.2	1074307	5186
ENSG00000131591.17	1116361	5612
ENSG00000131591.17	1116361	5612
ENSG00000131591.17	1116361	8436
ENSG00000131591.17	1116361	8736
ENSG00000131591.17	1116361	8736
ENSG00000131591.17	1116361	12170
ENSG00000131591.17	1116361	16171
ENSG00000131591.17	1116361	17056
ENSG00000131591.17	1116361	20045
ENSG00000131591.17	1116361	27735
ENSG00000131591.17	1116361	27735
ENSG00000131591.17	1116361	27735
ENSG00000131591.17	1116361	27735
ENSG00000131591.17	1116361	27735
ENSG00000162571.13	1173883	23940
ENSG00000162571.13	1173883	23940
ENSG00000162571.13	1173883	16502
ENSG00000162571.13	1173883	15999
ENSG00000162571.13	1173883	15999
ENSG00000162571.13	1173883	11440
ENSG00000162571.13	1173883	11440
ENSG00000162571.13	1173883	11440
ENSG00000162571.13	1173883	11440
ENSG00000186891.13	1206691	5337
ENSG00000179403.11	1434860	1653
ENSG00000179403.11	1434860	1653
ENSG00000205090.8	1540453	433
ENSG00000008130.15	1780457	2054
ENSG00000008130.15	1780457	2546
ENSG00000078369.17	1891117	507
ENSG00000078369.17	1891117	3462
ENSG00000169885.9	1914826	8528
ENSG00000169885.9	1914826	6496
ENSG00000169885.9	1914826	6496
ENSG00000157933.9	2228694	1482
ENSG00000157933.9	2228694	1482
ENSG00000157933.9	2228694	1482
